,Time,Area
0,0,328
1,1,325
2,2,324
3,3,323
4,4,324
5,5,323
6,6,327
7,7,324
8,8,321
9,9,327
10,10,321
11,11,320
12,12,319
13,13,325
14,14,327
15,15,321
16,16,326
17,17,321
18,18,320
19,19,326
20,20,315
21,21,316
22,22,321
23,23,324
24,24,320
25,25,323
26,26,325
27,27,321
28,28,323
29,29,327
30,30,326
31,31,327
32,32,323
33,33,322
34,34,318
35,35,326
36,36,328
37,37,331
38,38,322
39,39,318
40,40,321
41,41,320
42,42,328
43,43,327
44,44,325
45,45,330
46,46,320
47,47,314
48,48,319
49,49,328
50,50,327
51,51,320
52,52,317
53,53,319
54,54,324
55,55,328
56,56,318
57,57,321
58,58,336
59,59,327
60,60,331
61,61,317
62,62,326
63,63,321
64,64,320
65,65,323
66,66,327
67,67,321
68,68,330
69,69,326
70,70,324
71,71,322
72,72,325
73,73,325
74,74,326
75,75,326
76,76,323
77,77,326
78,78,320
79,79,323
80,80,316
81,81,325
82,82,329
83,83,323
84,84,323
85,85,325
86,86,328
87,87,313
88,88,324
89,89,1201
90,90,310
91,91,317
92,92,309
93,93,322
94,94,312
95,95,317
96,96,322
97,97,320
98,98,320
99,99,320
100,100,321
101,101,318
102,102,318
103,103,321
104,104,324
105,105,327
106,106,310
107,107,320
108,108,319
109,109,320
110,110,320
111,111,316
112,112,320
113,113,320
114,114,313
115,115,318
116,116,311
117,117,317
118,118,322
119,119,314
120,120,317
121,121,318
122,122,318
123,123,315
124,124,349
125,125,317
126,126,317
127,127,320
128,128,318
129,129,314
130,130,319
131,131,313
132,132,312
133,133,314
134,134,2047
135,135,314
136,136,313
137,137,322
138,138,308
139,139,313
140,140,315
141,141,322
142,142,676
143,143,318
144,144,315
145,145,320
146,146,318
147,147,314
148,148,318
149,149,308
150,150,312
151,151,310
152,152,313
153,153,348
154,154,314
155,155,311
156,156,314
157,157,319
158,158,317
159,159,317
160,160,316
161,161,319
162,162,312
163,163,421
164,164,2154
165,165,2164
166,166,315
167,167,312
168,168,310
169,169,314
170,170,315
171,171,311
172,172,317
173,173,317
174,174,317
175,175,318
176,176,316
177,177,307
178,178,315
179,179,314
180,180,313
181,181,314
182,182,306
183,183,314
184,184,305
185,185,324
186,186,313
187,187,317
188,188,318
189,189,318
190,190,313
191,191,315
192,192,309
193,193,307
194,194,309
195,195,316
196,196,312
197,197,317
198,198,992
199,199,310
200,200,308
201,201,311
202,202,309
203,203,313
204,204,317
205,205,308
206,206,318
207,207,307
208,208,314
209,209,314
210,210,310
211,211,316
212,212,310
213,213,310
214,214,303
215,215,1478
216,216,575
217,217,309
218,218,309
219,219,320
220,220,311
221,221,314
222,222,310
223,223,310
224,224,314
225,225,314
226,226,311
227,227,313
228,228,318
229,229,311
230,230,304
231,231,313
232,232,310
233,233,315
234,234,320
235,235,307
236,236,306
237,237,311
238,238,305
239,239,311
240,240,311
241,241,307
242,242,309
243,243,322
244,244,308
245,245,310
246,246,311
247,247,316
248,248,317
249,249,312
250,250,311
251,251,308
252,252,306
253,253,323
254,254,313
255,255,309
256,256,314
257,257,309
258,258,310
259,259,311
260,260,306
261,261,307
262,262,310
263,263,310
264,264,310
265,265,313
266,266,315
267,267,314
268,268,312
269,269,311
270,270,306
271,271,308
272,272,309
273,273,313
274,274,310
275,275,309
276,276,309
277,277,314
278,278,311
279,279,314
280,280,312
281,281,308
282,282,309
283,283,310
284,284,309
285,285,314
286,286,306
287,287,304
288,288,307
289,289,309
290,290,312
291,291,313
292,292,305
293,293,311
294,294,310
295,295,308
296,296,307
297,297,305
298,298,305
299,299,316
300,300,311
301,301,308
302,302,307
303,303,306
304,304,310
305,305,311
306,306,311
307,307,309
308,308,309
309,309,304
310,310,307
311,311,310
312,312,307
313,313,308
314,314,311
315,315,305
316,316,309
317,317,307
318,318,309
319,319,307
320,320,305
321,321,305
322,322,306
323,323,510
324,324,313
325,325,311
326,326,311
327,327,309
328,328,308
329,329,306
330,330,313
331,331,303
332,332,304
333,333,311
334,334,305
335,335,307
336,336,300
337,337,311
338,338,302
339,339,305
340,340,312
341,341,309
342,342,340
343,343,303
344,344,304
345,345,309
346,346,311
347,347,326
348,348,303
349,349,310
350,350,308
351,351,312
352,352,310
353,353,310
354,354,308
355,355,311
356,356,307
357,357,301
358,358,307
359,359,305
360,360,304
361,361,307
362,362,316
363,363,305
364,364,306
365,365,307
366,366,309
367,367,309
368,368,312
369,369,310
370,370,308
371,371,306
372,372,307
373,373,310
374,374,308
375,375,312
376,376,300
377,377,310
378,378,313
379,379,307
380,380,302
381,381,310
382,382,309
383,383,313
384,384,306
385,385,314
386,386,310
387,387,307
388,388,312
389,389,306
390,390,309
391,391,306
392,392,315
393,393,302
394,394,309
395,395,307
396,396,304
397,397,304
398,398,305
399,399,309
400,400,305
401,401,305
402,402,312
403,403,310
404,404,314
405,405,298
406,406,303
407,407,305
408,408,313
409,409,317
410,410,305
411,411,302
412,412,299
413,413,1446
414,414,338
415,415,302
416,416,305
417,417,305
418,418,291
419,419,301
420,420,306
421,421,300
422,422,310
423,423,308
424,424,304
425,425,305
426,426,301
427,427,302
428,428,309
429,429,306
430,430,308
431,431,306
432,432,301
433,433,340
434,434,332
435,435,328
436,436,322
437,437,323
438,438,316
439,439,305
440,440,302
441,441,312
442,442,311
443,443,306
444,444,307
445,445,306
446,446,312
447,447,303
448,448,310
449,449,305
450,450,310
451,451,306
452,452,311
453,453,300
454,454,305
455,455,299
456,456,304
457,457,307
458,458,308
459,459,309
460,460,308
461,461,305
462,462,307
463,463,307
464,464,306
465,465,307
466,466,304
467,467,302
468,468,307
469,469,310
470,470,308
471,471,295
472,472,300
473,473,300
474,474,307
475,475,307
476,476,301
477,477,307
478,478,308
479,479,306
480,480,305
481,481,302
482,482,310
483,483,303
484,484,304
485,485,310
486,486,303
487,487,305
488,488,307
489,489,306
490,490,307
491,491,310
492,492,309
493,493,308
494,494,305
495,495,299
496,496,302
497,497,302
498,498,311
499,499,315
500,500,314
501,501,315
502,502,325
503,503,300
504,504,255
505,505,263
506,506,264
507,507,259
508,508,240
509,509,263
510,510,266
511,511,245
512,512,246
513,513,563
514,514,654
515,515,899
516,516,965
517,517,755
518,518,524
519,519,500
520,520,495
521,521,485
522,522,584
523,523,654
524,524,684
525,525,653
526,526,541
527,527,664
528,528,533
529,529,416
530,530,396
531,531,345
532,532,342
533,533,322
534,534,326
535,535,326
536,536,323
537,537,300
538,538,299
539,539,300
540,540,307
541,541,310
542,542,310
543,543,304
544,544,307
545,545,314
546,546,305
547,547,302
548,548,307
549,549,303
550,550,299
551,551,300
552,552,311
553,553,307
554,554,309
555,555,302
556,556,306
557,557,305
558,558,307
559,559,308
560,560,311
561,561,303
562,562,303
563,563,301
564,564,309
565,565,301
566,566,307
567,567,310
568,568,299
569,569,309
570,570,306
571,571,304
572,572,305
573,573,308
574,574,303
575,575,303
576,576,308
577,577,307
578,578,307
579,579,305
580,580,305
581,581,302
582,582,307
583,583,304
584,584,308
585,585,306
586,586,313
