,Time,Area
0,0,178
1,1,181
2,2,180
3,3,180
4,4,176
5,5,180
6,6,179
7,7,178
8,8,178
9,9,180
10,10,178
11,11,179
12,12,178
13,13,179
14,14,182
15,15,176
16,16,182
17,17,179
18,18,179
19,19,179
20,20,180
21,21,181
22,22,178
23,23,180
24,24,178
25,25,179
26,26,179
27,27,175
28,28,179
29,29,180
30,30,178
31,31,179
32,32,180
33,33,176
34,34,177
35,35,178
36,36,180
37,37,175
38,38,178
39,39,182
40,40,180
41,41,180
42,42,180
43,43,179
44,44,177
45,45,176
46,46,179
47,47,174
48,48,180
49,49,177
50,50,181
51,51,177
52,52,175
53,53,178
54,54,176
55,55,179
56,56,178
57,57,178
58,58,178
59,59,175
60,60,176
61,61,175
62,62,179
63,63,176
64,64,174
65,65,179
66,66,178
67,67,176
68,68,179
69,69,177
70,70,176
71,71,181
72,72,176
73,73,180
74,74,175
75,75,180
76,76,177
77,77,179
78,78,178
79,79,175
80,80,175
81,81,173
82,82,177
83,83,173
84,84,176
85,85,177
86,86,174
87,87,175
88,88,175
89,89,174
90,90,174
91,91,176
92,92,174
93,93,174
94,94,173
95,95,1303
96,96,175
97,97,174
98,98,1404
99,99,172
100,100,1314
101,101,172
102,102,171
103,103,169
104,104,176
105,105,172
106,106,173
107,107,174
108,108,171
109,109,281
110,110,172
111,111,175
112,112,172
113,113,173
114,114,172
115,115,171
116,116,171
117,117,174
118,118,177
119,119,173
120,120,169
121,121,170
122,122,172
123,123,171
124,124,173
125,125,171
126,126,172
127,127,173
128,128,172
129,129,172
130,130,173
131,131,172
132,132,172
133,133,171
134,134,172
135,135,175
136,136,174
137,137,172
138,138,178
139,139,171
140,140,174
141,141,174
142,142,174
143,143,174
144,144,174
145,145,170
146,146,173
147,147,170
148,148,174
149,149,174
150,150,174
151,151,174
152,152,174
153,153,175
154,154,175
155,155,174
156,156,172
157,157,175
158,158,175
159,159,172
160,160,175
161,161,175
162,162,173
163,163,172
164,164,174
165,165,175
166,166,175
167,167,179
168,168,173
169,169,172
170,170,173
171,171,171
172,172,173
173,173,175
174,174,175
175,175,175
176,176,174
177,177,172
178,178,173
179,179,173
180,180,173
181,181,174
182,182,172
183,183,173
184,184,173
185,185,173
186,186,174
187,187,174
188,188,174
189,189,175
190,190,174
191,191,173
192,192,172
193,193,173
194,194,173
195,195,172
196,196,174
197,197,174
198,198,171
199,199,170
200,200,170
201,201,172
202,202,173
203,203,173
204,204,170
205,205,170
206,206,174
207,207,170
208,208,175
209,209,173
210,210,174
211,211,173
212,212,169
213,213,171
214,214,172
215,215,174
216,216,172
217,217,174
218,218,174
219,219,172
220,220,173
221,221,175
222,222,174
223,223,173
224,224,171
225,225,170
226,226,170
227,227,171
228,228,171
229,229,168
230,230,171
231,231,173
232,232,174
233,233,1193
234,234,188
235,235,172
236,236,169
237,237,173
238,238,172
239,239,172
240,240,171
241,241,173
242,242,169
243,243,174
244,244,175
245,245,170
246,246,169
247,247,174
248,248,175
249,249,175
250,250,173
251,251,171
252,252,174
253,253,168
254,254,168
255,255,172
256,256,172
257,257,173
258,258,172
259,259,174
260,260,171
261,261,172
262,262,172
263,263,170
264,264,173
265,265,172
266,266,174
267,267,168
268,268,173
269,269,169
270,270,173
271,271,170
272,272,172
273,273,174
274,274,169
275,275,173
276,276,171
277,277,172
278,278,170
279,279,170
280,280,171
281,281,170
282,282,171
283,283,170
284,284,169
285,285,173
286,286,168
287,287,170
288,288,168
289,289,168
290,290,172
291,291,169
292,292,178
293,293,175
294,294,171
295,295,173
296,296,169
297,297,172
298,298,167
299,299,172
300,300,172
301,301,172
302,302,172
303,303,170
304,304,172
305,305,172
306,306,175
307,307,169
308,308,172
309,309,169
310,310,168
311,311,170
312,312,169
313,313,174
314,314,170
315,315,174
316,316,168
317,317,169
318,318,171
319,319,171
320,320,170
321,321,171
322,322,171
323,323,172
324,324,175
325,325,172
326,326,167
327,327,170
328,328,168
329,329,171
330,330,173
331,331,173
332,332,173
333,333,172
334,334,172
335,335,174
336,336,167
337,337,170
338,338,172
339,339,171
340,340,172
341,341,172
342,342,169
343,343,171
344,344,171
345,345,171
346,346,170
347,347,172
348,348,171
349,349,168
350,350,170
351,351,171
352,352,181
353,353,170
354,354,172
355,355,171
356,356,170
357,357,171
358,358,169
359,359,165
360,360,170
361,361,171
362,362,169
363,363,168
364,364,169
365,365,171
366,366,170
367,367,171
368,368,170
369,369,171
370,370,171
371,371,173
372,372,171
373,373,171
374,374,170
375,375,170
376,376,171
377,377,172
378,378,173
379,379,170
380,380,171
381,381,170
382,382,168
383,383,172
384,384,169
385,385,169
386,386,169
387,387,171
388,388,171
389,389,172
390,390,169
391,391,171
392,392,169
393,393,169
394,394,169
395,395,170
396,396,169
397,397,171
398,398,170
399,399,173
400,400,169
401,401,168
402,402,170
403,403,169
404,404,168
405,405,171
406,406,169
407,407,168
408,408,169
409,409,170
410,410,171
411,411,170
412,412,168
413,413,166
414,414,171
415,415,171
416,416,170
417,417,170
418,418,169
419,419,173
420,420,170
421,421,172
422,422,168
423,423,170
424,424,170
425,425,169
426,426,169
427,427,168
428,428,171
429,429,178
430,430,222
431,431,1357
432,432,1340
433,433,1324
434,434,1389
435,435,169
436,436,173
437,437,169
438,438,171
439,439,171
440,440,170
441,441,173
442,442,172
443,443,172
444,444,170
445,445,169
