,Time,Area
0,0,223
1,1,216
2,2,218
3,3,214
4,4,221
5,5,226
6,6,221
7,7,220
8,8,216
9,9,225
10,10,220
11,11,218
12,12,224
13,13,224
14,14,221
15,15,222
16,16,222
17,17,222
18,18,221
19,19,221
20,20,219
21,21,222
22,22,222
23,23,220
24,24,222
25,25,220
26,26,217
27,27,221
28,28,221
29,29,217
30,30,218
31,31,223
32,32,222
33,33,216
34,34,221
35,35,217
36,36,220
37,37,216
38,38,220
39,39,219
40,40,217
41,41,218
42,42,218
43,43,222
44,44,220
45,45,219
46,46,213
47,47,219
48,48,216
49,49,225
50,50,215
51,51,222
52,52,221
53,53,218
54,54,220
55,55,221
56,56,216
57,57,213
58,58,224
59,59,225
60,60,224
61,61,216
62,62,219
63,63,220
64,64,221
65,65,217
66,66,224
67,67,225
68,68,221
69,69,220
70,70,221
71,71,220
72,72,222
73,73,214
74,74,224
75,75,226
76,76,224
77,77,217
78,78,220
79,79,219
80,80,217
81,81,219
82,82,220
83,83,219
84,84,218
85,85,219
86,86,221
87,87,214
88,88,219
89,89,216
90,90,220
91,91,212
92,92,215
93,93,217
94,94,215
95,95,217
96,96,219
97,97,216
98,98,219
99,99,214
100,100,213
101,101,212
102,102,216
103,103,212
104,104,211
105,105,211
106,106,217
107,107,213
108,108,215
109,109,212
110,110,222
111,111,220
112,112,215
113,113,217
114,114,213
115,115,342
116,116,213
117,117,212
118,118,215
119,119,212
120,120,212
121,121,213
122,122,208
123,123,214
124,124,214
125,125,212
126,126,229
127,127,218
128,128,210
129,129,214
130,130,214
131,131,212
132,132,214
133,133,213
134,134,210
135,135,208
136,136,215
137,137,214
138,138,210
139,139,210
140,140,214
141,141,211
142,142,211
143,143,213
144,144,216
145,145,209
146,146,216
147,147,214
148,148,213
149,149,209
150,150,207
151,151,214
152,152,212
153,153,209
154,154,608
155,155,213
156,156,207
157,157,209
158,158,211
159,159,211
160,160,212
161,161,209
162,162,212
163,163,208
164,164,208
165,165,209
166,166,212
167,167,210
168,168,271
169,169,1053
170,170,212
171,171,206
172,172,209
173,173,212
174,174,212
175,175,471
176,176,209
177,177,207
178,178,205
179,179,207
180,180,206
181,181,211
182,182,205
183,183,205
184,184,216
185,185,208
186,186,206
187,187,206
188,188,211
189,189,209
190,190,211
191,191,206
192,192,203
193,193,206
194,194,208
195,195,205
196,196,204
197,197,201
198,198,208
199,199,204
200,200,209
201,201,206
202,202,204
203,203,208
204,204,207
205,205,205
206,206,212
207,207,208
208,208,206
209,209,201
210,210,204
211,211,203
212,212,203
213,213,205
214,214,207
215,215,204
216,216,209
217,217,212
218,218,202
219,219,212
220,220,208
221,221,220
222,222,209
223,223,205
224,224,213
225,225,207
226,226,196
227,227,211
228,228,212
229,229,211
230,230,207
231,231,213
232,232,207
233,233,207
234,234,211
235,235,220
236,236,207
237,237,204
238,238,211
239,239,201
240,240,213
241,241,204
242,242,206
243,243,209
244,244,208
245,245,206
246,246,207
247,247,209
248,248,209
249,249,201
250,250,214
251,251,206
252,252,207
253,253,207
254,254,206
255,255,206
256,256,206
257,257,207
258,258,204
259,259,204
260,260,208
261,261,204
262,262,203
263,263,201
264,264,205
265,265,209
266,266,209
267,267,217
268,268,368
269,269,962
270,270,849
271,271,867
272,272,633
273,273,904
274,274,1061
275,275,212
276,276,209
277,277,209
278,278,205
279,279,201
280,280,212
281,281,208
282,282,208
283,283,204
284,284,204
285,285,209
286,286,209
287,287,206
288,288,208
289,289,203
290,290,200
291,291,205
292,292,209
293,293,208
294,294,205
295,295,204
296,296,203
297,297,208
298,298,205
299,299,205
300,300,230
301,301,210
302,302,211
303,303,202
304,304,209
305,305,214
306,306,202
307,307,208
308,308,208
309,309,211
310,310,208
311,311,205
312,312,210
313,313,207
314,314,207
315,315,211
316,316,205
317,317,209
318,318,209
319,319,219
320,320,205
321,321,205
322,322,207
323,323,210
324,324,207
325,325,204
326,326,205
327,327,205
328,328,207
329,329,210
330,330,208
331,331,207
332,332,208
333,333,206
334,334,205
335,335,206
336,336,209
337,337,201
338,338,209
339,339,921
340,340,202
341,341,204
342,342,206
343,343,205
344,344,201
345,345,206
346,346,208
347,347,205
348,348,202
349,349,208
350,350,204
351,351,207
352,352,199
353,353,208
354,354,206
355,355,205
356,356,204
357,357,202
358,358,208
359,359,207
360,360,204
361,361,205
362,362,201
363,363,247
364,364,223
365,365,202
366,366,205
367,367,206
368,368,207
369,369,202
370,370,204
371,371,204
372,372,261
373,373,217
374,374,260
375,375,206
376,376,233
377,377,216
378,378,210
379,379,221
380,380,202
381,381,205
382,382,202
383,383,205
384,384,205
385,385,208
386,386,204
387,387,202
388,388,207
389,389,1001
390,390,199
391,391,201
392,392,205
393,393,209
394,394,209
395,395,207
396,396,202
397,397,204
398,398,209
399,399,425
400,400,230
401,401,207
402,402,204
403,403,205
404,404,202
405,405,209
406,406,207
407,407,205
408,408,210
409,409,201
410,410,208
411,411,205
412,412,205
413,413,201
414,414,210
415,415,203
416,416,200
417,417,206
418,418,206
419,419,205
420,420,207
421,421,206
422,422,205
423,423,207
424,424,211
425,425,206
426,426,203
427,427,213
428,428,208
429,429,208
430,430,206
431,431,203
432,432,207
433,433,208
434,434,205
435,435,204
436,436,207
437,437,206
438,438,204
439,439,200
440,440,208
441,441,209
442,442,205
443,443,209
444,444,213
445,445,209
446,446,201
447,447,205
448,448,202
449,449,204
450,450,206
451,451,210
452,452,204
453,453,206
454,454,205
455,455,207
456,456,207
457,457,205
458,458,203
459,459,208
460,460,207
461,461,205
462,462,204
463,463,202
464,464,210
465,465,203
466,466,206
467,467,206
468,468,208
469,469,201
470,470,207
471,471,206
472,472,205
473,473,209
474,474,206
475,475,209
476,476,210
477,477,207
478,478,211
479,479,207
480,480,209
481,481,206
482,482,205
483,483,205
484,484,207
485,485,209
486,486,198
487,487,207
488,488,204
489,489,206
490,490,207
491,491,203
492,492,202
493,493,204
494,494,205
495,495,207
496,496,202
497,497,209
498,498,206
499,499,203
500,500,204
501,501,208
502,502,207
503,503,205
504,504,208
505,505,210
506,506,205
507,507,208
508,508,207
509,509,206
510,510,211
511,511,208
512,512,205
513,513,206
514,514,209
515,515,205
516,516,206
517,517,207
518,518,210
519,519,207
520,520,207
521,521,201
522,522,203
523,523,207
524,524,210
525,525,205
526,526,204
527,527,201
528,528,206
529,529,206
530,530,208
531,531,207
532,532,203
533,533,209
534,534,208
535,535,206
536,536,201
537,537,205
538,538,207
539,539,201
540,540,205
541,541,205
542,542,223
543,543,220
544,544,221
545,545,223
546,546,226
547,547,218
548,548,216
549,549,219
550,550,214
551,551,220
552,552,213
553,553,322
554,554,534
555,555,232
556,556,519
557,557,553
558,558,715
559,559,724
560,560,750
561,561,672
562,562,539
563,563,534
564,564,667
565,565,700
566,566,601
567,567,707
568,568,728
569,569,693
570,570,842
571,571,904
572,572,302
573,573,232
574,574,223
575,575,225
576,576,224
577,577,209
578,578,209
579,579,205
580,580,210
581,581,202
582,582,203
583,583,207
584,584,210
585,585,207
586,586,201
587,587,205
588,588,207
589,589,204
590,590,206
591,591,200
592,592,207
593,593,208
594,594,204
595,595,204
596,596,204
597,597,204
598,598,204
599,599,207
600,600,206
601,601,205
602,602,204
603,603,206
604,604,206
605,605,203
606,606,207
607,607,208
608,608,206
609,609,203
610,610,205
611,611,205
612,612,204
613,613,202
614,614,204
615,615,207
616,616,203
617,617,205
618,618,200
619,619,202
620,620,206
621,621,210
622,622,205
623,623,205
624,624,205
625,625,207
626,626,208
627,627,209
628,628,207
629,629,205
630,630,204
631,631,206
632,632,205
633,633,207
634,634,206
635,635,205
636,636,207
637,637,204
638,638,204
639,639,208
640,640,206
641,641,207
642,642,207
643,643,203
644,644,204
645,645,203
646,646,208
647,647,208
648,648,207
649,649,205
650,650,210
651,651,206
652,652,203
653,653,207
654,654,210
655,655,207
656,656,206
657,657,203
658,658,203
659,659,207
660,660,206
661,661,208
662,662,203
663,663,207
664,664,208
665,665,208
666,666,206
667,667,208
668,668,207
669,669,205
670,670,209
671,671,205
672,672,209
673,673,204
674,674,207
675,675,206
676,676,206
677,677,205
678,678,205
679,679,207
680,680,204
681,681,205
682,682,208
683,683,208
684,684,213
685,685,207
686,686,206
687,687,208
688,688,207
689,689,210
690,690,205
691,691,208
692,692,207
693,693,207
694,694,211
695,695,211
696,696,212
697,697,207
698,698,211
699,699,206
700,700,210
701,701,205
702,702,211
703,703,211
704,704,207
705,705,206
706,706,208
707,707,207
708,708,210
709,709,208
710,710,206
711,711,205
712,712,212
713,713,206
714,714,209
715,715,208
716,716,209
717,717,210
718,718,206
719,719,207
720,720,203
721,721,210
722,722,211
723,723,210
724,724,206
725,725,209
726,726,206
727,727,206
728,728,207
729,729,209
730,730,208
731,731,208
732,732,203
733,733,213
734,734,204
735,735,207
736,736,209
737,737,211
738,738,211
739,739,206
740,740,207
741,741,207
742,742,207
743,743,206
744,744,210
745,745,208
746,746,207
747,747,204
748,748,210
749,749,210
750,750,213
751,751,210
752,752,206
753,753,209
754,754,209
755,755,210
756,756,208
757,757,206
758,758,207
759,759,209
760,760,207
761,761,207
762,762,212
763,763,211
764,764,207
765,765,203
766,766,209
767,767,208
768,768,211
769,769,210
770,770,212
771,771,212
772,772,205
773,773,204
774,774,208
775,775,208
776,776,206
777,777,212
778,778,209
779,779,208
780,780,207
781,781,209
782,782,206
783,783,205
784,784,208
785,785,209
786,786,204
787,787,211
788,788,210
789,789,210
790,790,209
791,791,211
792,792,206
793,793,209
794,794,206
795,795,210
796,796,211
797,797,206
798,798,205
799,799,208
800,800,211
801,801,203
802,802,211
803,803,211
804,804,206
805,805,213
806,806,212
807,807,209
808,808,209
809,809,211
810,810,208
811,811,211
812,812,208
813,813,207
814,814,209
815,815,205
816,816,207
817,817,210
818,818,206
819,819,208
820,820,212
821,821,211
822,822,212
823,823,207
824,824,209
825,825,211
826,826,207
827,827,207
828,828,209
829,829,210
830,830,205
831,831,211
832,832,206
833,833,214
834,834,208
835,835,208
836,836,208
837,837,207
838,838,209
839,839,210
840,840,207
841,841,208
842,842,204
843,843,208
844,844,212
845,845,210
846,846,209
847,847,208
848,848,206
849,849,211
850,850,208
851,851,208
852,852,208
853,853,210
854,854,212
855,855,206
856,856,210
857,857,206
858,858,207
859,859,207
860,860,207
861,861,208
862,862,208
863,863,211
864,864,208
865,865,204
866,866,211
867,867,203
868,868,213
869,869,211
870,870,207
871,871,210
872,872,203
873,873,211
874,874,213
875,875,207
876,876,204
877,877,212
878,878,207
879,879,207
880,880,209
881,881,209
882,882,208
883,883,210
884,884,207
885,885,208
886,886,210
887,887,207
888,888,207
889,889,206
890,890,210
891,891,211
892,892,209
893,893,211
894,894,213
895,895,207
896,896,213
897,897,210
898,898,212
899,899,206
900,900,203
901,901,210
902,902,210
903,903,205
904,904,209
905,905,207
906,906,210
907,907,214
908,908,210
909,909,206
910,910,209
911,911,206
912,912,207
913,913,210
914,914,209
915,915,207
916,916,210
917,917,209
918,918,208
919,919,212
920,920,209
921,921,215
922,922,206
923,923,209
924,924,207
925,925,211
926,926,205
927,927,210
928,928,209
929,929,211
930,930,212
931,931,208
932,932,210
933,933,211
934,934,211
935,935,211
