,Time,Area
798,798,149
799,799,145
800,800,148
801,801,152
802,802,144
803,803,152
804,804,147
805,805,142
806,806,142
807,807,142
808,808,141
809,809,140
810,810,138
811,811,138
812,812,139
813,813,145
814,814,141
815,815,143
816,816,146
817,817,137
818,818,140
819,819,141
820,820,140
821,821,140
822,822,137
823,823,144
824,824,143
825,825,146
826,826,143
827,827,140
828,828,145
829,829,130
830,830,135
831,831,139
832,832,140
833,833,142
834,834,140
835,835,140
836,836,137
837,837,131
838,838,118
839,839,131
840,840,126
841,841,139
842,842,149
843,843,144
844,844,151
845,845,149
846,846,150
847,847,155
848,848,148
849,849,148
850,850,144
851,851,151
852,852,141
853,853,148
854,854,141
855,855,146
856,856,148
857,857,147
858,858,153
859,859,141
860,860,142
861,861,143
862,862,140
863,863,142
864,864,138
865,865,144
866,866,140
867,867,145
868,868,143
869,869,145
870,870,142
871,871,140
872,872,141
873,873,146
874,874,144
875,875,139
876,876,140
877,877,142
878,878,141
879,879,142
880,880,136
881,881,138
882,882,136
883,883,141
884,884,132
885,885,136
886,886,143
887,887,139
888,888,135
889,889,143
890,890,146
891,891,143
892,892,142
893,893,145
894,894,139
895,895,136
896,896,137
897,897,134
898,898,139
899,899,139
900,900,136
901,901,138
902,902,129
903,903,139
904,904,136
905,905,140
906,906,142
907,907,139
908,908,137
909,909,135
910,910,140
911,911,135
912,912,136
913,913,138
914,914,131
915,915,136
916,916,134
917,917,129
918,918,134
919,919,132
920,920,145
921,921,113
922,922,170
923,923,100
924,924,168
925,925,92
926,926,132
927,927,156
928,928,159
929,929,167
930,930,174
931,931,113
932,932,115
933,933,119
934,934,117
935,935,121
936,936,54
937,937,59
938,938,63
939,939,47
940,940,65
941,941,27
942,942,149
943,943,57
944,944,54
945,945,60
946,946,56
947,947,42
948,948,49
949,949,48
950,950,45
951,951,43
952,952,31
953,953,53
954,954,44
955,955,42
956,956,50
957,957,41
958,958,31
959,959,48
960,960,38
961,961,40
962,962,49
963,963,37
964,964,59
965,965,33
966,966,28
967,967,22
968,968,27
969,969,26
970,970,32
971,971,49
972,972,44
973,973,30
974,974,27
975,975,37
976,976,42
977,977,54
978,978,40
979,979,47
980,980,46
981,981,50
982,982,44
983,983,53
984,984,48
985,985,52
986,986,38
987,987,49
988,988,45
989,989,30
990,990,25
991,991,43
992,992,31
993,993,41
994,994,42
995,995,43
996,996,42
997,997,36
998,998,36
999,999,34
1000,1000,42
1001,1001,47
1002,1002,31
1003,1003,42
1004,1004,49
1005,1005,38
1006,1006,41
1007,1007,44
1008,1008,48
1009,1009,52
1010,1010,41
1011,1011,41
1012,1012,39
1013,1013,42
1014,1014,41
1015,1015,39
1016,1016,41
1017,1017,39
1018,1018,40
1019,1019,51
1020,1020,43
1021,1021,46
1022,1022,65
1023,1023,72
1024,1024,70
1025,1025,74
1026,1026,78
1027,1027,70
1028,1028,74
1029,1029,103
1030,1030,78
1031,1031,507
1032,1032,105
1033,1033,75
1034,1034,2072
1035,1035,73
1036,1036,1758
1037,1037,105
1038,1038,99
1039,1039,111
1040,1040,110
1041,1041,109
1042,1042,80
1043,1043,134
1044,1044,140
1045,1045,125
1046,1046,123
1047,1047,125
1048,1048,119
1049,1049,115
1050,1050,116
1051,1051,113
1052,1052,108
1053,1053,122
1054,1054,126
1055,1055,128
1056,1056,131
1057,1057,131
1058,1058,134
1059,1059,130
1060,1060,133
1061,1061,135
1062,1062,109
1063,1063,78
1064,1064,77
1065,1065,75
1066,1066,71
1067,1067,105
1068,1068,129
1069,1069,136
1070,1070,133
1071,1071,130
1072,1072,133
1073,1073,129
1074,1074,169
1075,1075,140
1076,1076,136
1077,1077,123
1078,1078,124
1079,1079,122
1080,1080,127
1081,1081,130
1082,1082,106
1083,1083,105
1084,1084,106
1085,1085,101
1086,1086,108
1087,1087,124
1088,1088,128
1089,1089,124
1090,1090,121
1091,1091,123
1092,1092,119
1093,1093,119
1094,1094,121
1095,1095,120
1096,1096,121
1097,1097,126
1098,1098,117
1099,1099,127
1100,1100,125
1101,1101,123
1102,1102,123
1103,1103,149
1104,1104,119
1105,1105,121
1106,1106,131
1107,1107,132
1108,1108,92
1109,1109,123
1110,1110,127
1111,1111,129
1112,1112,125
1113,1113,124
1114,1114,128
1115,1115,129
1116,1116,136
1117,1117,128
1118,1118,126
1119,1119,126
