,Time,Area
0,0,181
1,1,183
2,2,180
3,3,180
4,4,180
5,5,180
6,6,180
7,7,181
8,8,182
9,9,183
10,10,181
11,11,183
12,12,182
13,13,179
14,14,184
15,15,181
16,16,182
17,17,181
18,18,181
19,19,182
20,20,182
21,21,181
22,22,180
23,23,180
24,24,179
25,25,183
26,26,183
27,27,182
28,28,182
29,29,184
30,30,178
31,31,180
32,32,181
33,33,179
34,34,181
35,35,180
36,36,180
37,37,178
38,38,183
39,39,184
40,40,180
41,41,185
42,42,181
43,43,183
44,44,183
45,45,178
46,46,180
47,47,179
48,48,182
49,49,180
50,50,184
51,51,179
52,52,179
53,53,179
54,54,179
55,55,185
56,56,183
57,57,182
58,58,178
59,59,183
60,60,183
61,61,180
62,62,182
63,63,179
64,64,178
65,65,184
66,66,179
67,67,178
68,68,179
69,69,178
70,70,178
71,71,182
72,72,179
73,73,180
74,74,180
75,75,181
76,76,179
77,77,184
78,78,181
79,79,179
80,80,176
81,81,175
82,82,177
83,83,178
84,84,179
85,85,181
86,86,176
87,87,179
88,88,176
89,89,180
90,90,175
91,91,177
92,92,176
93,93,175
94,94,175
95,95,1012
96,96,176
97,97,177
98,98,1073
99,99,173
100,100,1031
101,101,176
102,102,176
103,103,172
104,104,177
105,105,175
106,106,175
107,107,177
108,108,173
109,109,261
110,110,174
111,111,176
112,112,175
113,113,175
114,114,175
115,115,176
116,116,173
117,117,174
118,118,176
119,119,175
120,120,176
121,121,176
122,122,174
123,123,174
124,124,175
125,125,175
126,126,176
127,127,175
128,128,173
129,129,176
130,130,174
131,131,174
132,132,175
133,133,176
134,134,175
135,135,175
136,136,177
137,137,175
138,138,180
139,139,175
140,140,176
141,141,178
142,142,175
143,143,174
144,144,176
145,145,172
146,146,173
147,147,175
148,148,174
149,149,174
150,150,175
151,151,174
152,152,176
153,153,175
154,154,176
155,155,176
156,156,174
157,157,176
158,158,175
159,159,175
160,160,175
161,161,175
162,162,175
163,163,176
164,164,175
165,165,175
166,166,177
167,167,179
168,168,175
169,169,175
170,170,177
171,171,172
172,172,175
173,173,178
174,174,176
175,175,176
176,176,174
177,177,172
178,178,175
179,179,175
180,180,175
181,181,176
182,182,174
183,183,175
184,184,173
185,185,174
186,186,175
187,187,178
188,188,178
189,189,177
190,190,177
191,191,175
192,192,173
193,193,173
194,194,178
195,195,174
196,196,175
197,197,175
198,198,172
199,199,174
200,200,172
201,201,175
202,202,175
203,203,175
204,204,176
205,205,173
206,206,177
207,207,178
208,208,177
209,209,177
210,210,174
211,211,175
212,212,177
213,213,177
214,214,175
215,215,175
216,216,174
217,217,177
218,218,177
219,219,177
220,220,175
221,221,176
222,222,175
223,223,177
224,224,174
225,225,179
226,226,178
227,227,175
228,228,175
229,229,178
230,230,178
231,231,177
232,232,178
233,233,831
234,234,189
235,235,174
236,236,177
237,237,178
238,238,178
239,239,172
240,240,176
241,241,177
242,242,177
243,243,174
244,244,176
245,245,177
246,246,176
247,247,176
248,248,178
249,249,176
250,250,175
251,251,175
252,252,178
253,253,173
254,254,173
255,255,177
256,256,176
257,257,175
258,258,175
259,259,176
260,260,176
261,261,176
262,262,179
263,263,175
264,264,175
265,265,179
266,266,174
267,267,177
268,268,176
269,269,172
270,270,176
271,271,176
272,272,176
273,273,179
274,274,180
275,275,175
276,276,178
277,277,177
278,278,178
279,279,177
280,280,174
281,281,176
282,282,178
283,283,173
284,284,175
285,285,175
286,286,177
287,287,173
288,288,173
289,289,175
290,290,175
291,291,172
292,292,180
293,293,178
294,294,178
295,295,176
296,296,177
297,297,178
298,298,175
299,299,178
300,300,175
301,301,178
302,302,177
303,303,178
304,304,176
305,305,175
306,306,179
307,307,177
308,308,178
309,309,177
310,310,176
311,311,176
312,312,175
313,313,178
314,314,174
315,315,176
316,316,178
317,317,174
318,318,179
319,319,176
320,320,173
321,321,173
322,322,175
323,323,175
324,324,176
325,325,174
326,326,175
327,327,175
328,328,177
329,329,173
330,330,175
331,331,176
332,332,174
333,333,173
334,334,175
335,335,176
336,336,173
337,337,173
338,338,174
339,339,171
340,340,172
341,341,174
342,342,172
343,343,173
344,344,172
345,345,173
346,346,175
